1780,6349
6349,10853
15553,20117
20117,24917
24917,29745
29745,34231
34231,38759
38759,43588
43588,47929
47929,53084
53084,57721
57721,62184
62184,67180
67180,71782
71782,76473
76473,81323
81323,86288
86288,90427
90427,94832
94832,99570
99570,104298
104298,109118
109118,113758
113758,118501
118501,123113
123113,127750
127750,132237
132237,136680
136680,141460
141460,146089
146089,150713
150713,155410
155410,160118
