time,x,y,z,qx,qy,qz,qw,white_button_state,grey_button_state
1708436072.905669,0.08811419677734375,-0.0,-0.06551071166992188,0.4122913944715549,0.7322980470885843,0.265939368677385,0.4722622370564206,0,0
1708436072.9140153,0.08811419677734375,-0.0,-0.06551071166992188,0.4123690107472951,0.7322544008154018,0.26552563667442447,0.4724949111202451,0,0
1708436072.9223366,0.08811419677734375,-0.0,-0.06551071166992188,0.4126668377505258,0.7316886945128048,0.2660907865862159,0.4727932292178944,0,0
1708436072.9306695,0.08811419677734375,-0.0,-0.06551071166992188,0.4118232365804103,0.7325614262195389,0.2656374548054272,0.4724321312377459,0,0
1708436072.9390116,0.08811419677734375,-0.0,-0.06551071166992188,0.4126668377505258,0.7316886945128048,0.2660907865862159,0.4727932292178944,0,0
1708436072.9473386,0.08811419677734375,-0.0,-0.06551071166992188,0.4122913944715549,0.7322980470885843,0.265939368677385,0.4722622370564206,0,0
1708436072.955681,0.08811419677734375,-0.0,-0.06551071166992188,0.41212134495712244,0.7319960208098073,0.2662029060866108,0.4727301831568674,0,0
1708436072.964008,0.08811419677734375,-0.0,-0.06551071166992188,0.41212134495712244,0.7319960208098073,0.2662029060866108,0.4727301831568674,0,0
1708436072.972339,0.08811419677734375,-0.0,-0.06551071166992188,0.41165338015713177,0.7322592923594531,0.26590068986660526,0.4729002418994512,0,0
1708436072.980673,0.08811419677734375,-0.0,-0.06551071166992188,0.41212134495712244,0.7319960208098073,0.2662029060866108,0.4727301831568674,0,0
1708436072.989005,0.08811419677734375,-0.0,-0.06551071166992188,0.41165338015713177,0.7322592923594531,0.26590068986660526,0.4729002418994512,0,0
1708436072.9973457,0.08811419677734375,-0.0,-0.06551071166992188,0.41212134495712244,0.7319960208098073,0.2662029060866108,0.4727301831568674,0,0
1708436073.0056732,0.08811419677734375,-0.0,-0.06551071166992188,0.41212134495712244,0.7319960208098073,0.2662029060866108,0.4727301831568674,0,0
1708436073.0140138,0.08811419677734375,-0.0,-0.06551071166992188,0.41165338015713177,0.7322592923594531,0.26590068986660526,0.4729002418994512,0,0
1708436073.0223377,0.08811419677734375,-0.0,-0.06551071166992188,0.41219907869865935,0.7319523132658476,0.2657885205890302,0.4729632141259348,0,0
1708436073.0306695,0.08811419677734375,-0.0,-0.06551071166992188,0.41212134495712244,0.7319960208098073,0.2662029060866108,0.4727301831568674,0,0
1708436073.0390155,0.08811419677734375,-0.0,-0.06551071166992188,0.4118232365804103,0.7325614262195389,0.2656374548054272,0.4724321312377459,0,0
1708436073.0473123,0.08811419677734375,-0.0,-0.06551071166992188,0.41212134495712244,0.7319960208098073,0.2662029060866108,0.4727301831568674,0,0
1708436073.0556438,0.08811419677734375,-0.0,-0.06551071166992188,0.41219907869865935,0.7319523132658476,0.2657885205890302,0.4729632141259348,0,0
1708436073.0640028,0.08811419677734375,-0.0,-0.06551071166992188,0.41219907869865935,0.7319523132658476,0.2657885205890302,0.4729632141259348,0,0
1708436073.0723495,0.08811419677734375,-0.0,-0.06551071166992188,0.412836963227959,0.7319906745625075,0.2658276001507735,0.4723250904667025,0,0
1708436073.0806723,0.08811419677734375,-0.0,-0.06551071166992188,0.41212134495712244,0.7319960208098073,0.2662029060866108,0.4727301831568674,0,0
1708436073.0890038,0.08811419677734375,-0.0,-0.06551071166992188,0.4118232365804103,0.7325614262195389,0.2656374548054272,0.4724321312377459,0,0
1708436073.097337,0.08811419677734375,-0.0,-0.06551071166992188,0.4118232365804103,0.7325614262195389,0.2656374548054272,0.4724321312377459,0,0
1708436073.1056685,0.08811419677734375,-0.0,-0.06551071166992188,0.41165338015713177,0.7322592923594531,0.26590068986660526,0.4729002418994512,0,0
1708436073.1140156,0.08811419677734375,-0.0,-0.06551071166992188,0.4118232365804103,0.7325614262195389,0.2656374548054272,0.4724321312377459,0,0
1708436073.1223361,0.08811419677734375,-0.0,-0.06551071166992188,0.4123690107472951,0.7322544008154018,0.26552563667442447,0.4724949111202451,0,0
1708436073.1306698,0.08811419677734375,-0.0,-0.06551071166992188,0.41165338015713177,0.7322592923594531,0.26590068986660526,0.4729002418994512,0,0
1708436073.1390076,0.08811419677734375,-0.0,-0.06551071166992188,0.41165338015713177,0.7322592923594531,0.26590068986660526,0.4729002418994512,0,0
1708436073.147326,0.08811419677734375,-0.0,-0.06551071166992188,0.4118232365804103,0.7325614262195389,0.2656374548054272,0.4724321312377459,0,0
1708436073.1556733,0.08811419677734375,-0.0,-0.06551071166992188,0.41212134495712244,0.7319960208098073,0.2662029060866108,0.4727301831568674,0,0
1708436073.1640034,0.08811419677734375,-0.0,-0.06551071166992188,0.41212134495712244,0.7319960208098073,0.2662029060866108,0.4727301831568674,0,0
1708436073.1723373,0.08811419677734375,-0.0,-0.06551071166992188,0.41212134495712244,0.7319960208098073,0.2662029060866108,0.4727301831568674,0,0
1708436073.1806705,0.08811419677734375,-0.0,-0.06551071166992188,0.41165338015713177,0.7322592923594531,0.26590068986660526,0.4729002418994512,0,0
1708436073.1890051,0.08811419677734375,-0.0,-0.06551071166992188,0.41165338015713177,0.7322592923594531,0.26590068986660526,0.4729002418994512,0,0
1708436073.197334,0.08811419677734375,-0.0,-0.06551071166992188,0.41127731462495853,0.7328681349223779,0.26574917205205323,0.472369181100388,0,0
1708436073.2056715,0.08811419677734375,-0.0,-0.06551071166992188,0.4118232365804103,0.7325614262195389,0.2656374548054272,0.4724321312377459,0,0
1708436073.214014,0.08811419677734375,-0.0,-0.06551071166992188,0.4141623462007686,0.7312415237628339,0.26714595703095734,0.47158076721568454,0,0
1708436073.222336,0.08811419677734375,-0.0,-0.06551071166992188,0.4155637723221949,0.7304460068084365,0.2680497403570182,0.47106763209943453,0,0
1708436073.2306325,0.08811419677734375,-0.0,-0.06551071166992188,0.41603057960202916,0.730180237141577,0.26835078790292394,0.4708962034351671,0,0
1708436073.2389963,0.08811419677734375,-0.0,-0.06551071166992188,0.4164972248355661,0.7299141665556607,0.2686517163053997,0.4707245786024667,0,0
1708436073.247325,0.08811419677734375,-0.0,-0.06551071166992188,0.4164972248355661,0.7299141665556607,0.2686517163053997,0.4707245786024667,0,0
1708436073.2556698,0.08811419677734375,-0.0,-0.06551071166992188,0.4164972248355661,0.7299141665556607,0.2686517163053997,0.4707245786024667,0,0
1708436073.2640045,0.08811419677734375,-0.0,-0.06551071166992188,0.4164972248355661,0.7299141665556607,0.2686517163053997,0.4707245786024667,0,0
1708436073.2723382,0.08811419677734375,-0.0,-0.06551071166992188,0.4164972248355661,0.7299141665556607,0.2686517163053997,0.4707245786024667,0,0
1708436073.2806714,0.08811419677734375,-0.0,-0.06551071166992188,0.41696367651858657,0.7296477972742921,0.2689525454091991,0.4705527659515783,0,0
1708436073.289004,0.08811419677734375,-0.0,-0.06551071166992188,0.4164972248355661,0.7299141665556607,0.2686517163053997,0.4707245786024667,0,0
1708436073.2973373,0.08811419677734375,-0.0,-0.06551071166992188,0.4164972248355661,0.7299141665556607,0.2686517163053997,0.4707245786024667,0,0
1708436073.305674,0.08811419677734375,-0.0,-0.06551071166992188,0.4164972248355661,0.7299141665556607,0.2686517163053997,0.4707245786024667,0,0
1708436073.3140159,0.08811419677734375,-0.0,-0.06551071166992188,0.4164972248355661,0.7299141665556607,0.2686517163053997,0.4707245786024667,0,0
1708436073.3223362,0.08811419677734375,-0.0,-0.06551071166992188,0.4164972248355661,0.7299141665556607,0.2686517163053997,0.4707245786024667,0,0
1708436073.3306694,0.08811419677734375,-0.0,-0.06551071166992188,0.4170409995931702,0.7296036631271438,0.26854030501560905,0.47078807035543563,0,0
1708436073.3390036,0.088128662109375,-0.0,-0.06545825958251954,0.41750727003248617,0.7293369480395951,0.26884116509054995,0.4706163287280158,0,0
1708436073.3473372,0.08665399169921875,-0.00013437335193157196,-0.06489666748046875,0.41893948711914364,0.7330715858126677,0.26574142496170544,0.4652711598142762,0,0
1708436073.3556685,0.08517764282226563,-0.00037620675563812257,-0.06417345428466797,0.42102068767075795,0.736508155184713,0.26257523492040874,0.4597298946950562,0,0
1708436073.3640025,0.08313240051269531,-0.0006657997965812683,-0.06320047378540039,0.4252659853995423,0.7395979654292982,0.2595091388870017,0.4525468911841554,0,0
1708436073.372337,0.08137398529052735,-0.0008941425085067749,-0.062188220977783204,0.4280330083044819,0.7427285606395038,0.25582479557933957,0.446873264261995,0,0
1708436073.3806696,0.07961148834228515,-0.0010947308540344238,-0.06091451263427734,0.4322308201872411,0.7444612107852127,0.2523444906595936,0.44190076655928484,0,0
1708436073.3890064,0.07790216827392578,-0.001078620433807373,-0.05950273513793945,0.43628631327266126,0.7462175326496973,0.2480884074776686,0.4373394643397401,0,0
1708436073.3973362,0.07614702606201172,-0.0009478774070739746,-0.05761481094360352,0.44169148064615155,0.7469724578597825,0.2436933592407558,0.4330754392347804,0,0
1708436073.4056697,0.07477105712890625,-0.0006541631817817688,-0.05579479217529297,0.44601022021945785,0.7469975379952108,0.24061217985395936,0.43032004369004445,0,0
1708436073.4140155,0.07338048553466797,-0.00011715412884950638,-0.05373568725585937,0.4505300620760375,0.7464775576197845,0.237385473953618,0.4283013526104753,0,0
1708436073.4223382,0.07216817474365235,0.00043505141139030457,-0.05189859008789063,0.4538359102573053,0.7460782713557687,0.2340479769547194,0.4273426376257444,0,0
1708436073.4306693,0.07096546936035156,0.0010812435150146485,-0.050003021240234376,0.45608969049725284,0.7467724499268358,0.2307208452308635,0.42553612472938446,0,0
1708436073.439006,0.06981105041503906,0.0018641012907028198,-0.04817721176147461,0.4584053512676164,0.7465728125492671,0.22824070638162414,0.42473491551502074,0,0
1708436073.4473376,0.06825883483886719,0.002799431085586548,-0.04603596496582031,0.4604351860269309,0.7471931157126445,0.22539270432874303,0.42296572938922067,0,0
1708436073.4556792,0.06657210540771484,0.003684492588043213,-0.04410331344604492,0.46138730624906826,0.7489364951552849,0.22289278342588215,0.420160305379353,0,0
1708436073.464007,0.0643127212524414,0.004666146278381348,-0.041958194732666015,0.4622317495768068,0.7512484357225695,0.22072300976035214,0.41623186340591745,0,0
1708436073.4723356,0.062400798797607425,0.005406894683837891,-0.04034959030151367,0.46142606865876246,0.7537991788661413,0.21959976664784683,0.4130965074291898,0,0
1708436073.4806714,0.059542953491210936,0.0063156065940856935,-0.038223834991455076,0.4612272818447572,0.757575260958274,0.21748689301654742,0.4074905649783061,0,0
1708436073.4890041,0.05689313125610351,0.007067414283752441,-0.036305503845214845,0.4612876742309612,0.7607224086007025,0.21576458962269401,0.4024434742978738,0,0
1708436073.4973378,0.053799545288085934,0.007831267833709717,-0.03418279266357422,0.4605154187403745,0.7647291362559553,0.2150868685036051,0.3960461217633224,0,0
1708436073.5056689,0.050368122100830075,0.008553404808044434,-0.0319053955078125,0.4586376499474608,0.7694086228855399,0.2143184246475944,0.3895246930078801,0,0
1708436073.514021,0.04775861358642578,0.009141466140747071,-0.03007784652709961,0.45754642834091924,0.7726687406218808,0.21425102854981784,0.3843576205508422,0,0
1708436073.522337,0.04424466323852539,0.009972617149353028,-0.027696575164794922,0.45746996294065756,0.7759270145969126,0.21430811598368688,0.3777969347659502,0,0
1708436073.5306704,0.04111647033691406,0.010803418159484863,-0.025360250473022462,0.45675673561456104,0.7790066362619833,0.21417424263658955,0.37235914262769676,0,0
1708436073.5390048,0.03771692276000976,0.011849901199340821,-0.022474277496337892,0.45745915279081223,0.7816726304364257,0.21396836068882985,0.3659734472303856,0,0
1708436073.5473378,0.03448237609863281,0.012865158081054687,-0.01969992256164551,0.4584289871515523,0.7836231237593798,0.21469112488180606,0.36011857729711777,0,0
1708436073.555669,0.03159908676147461,0.013994035720825195,-0.016701461791992188,0.4592992388448704,0.7856000907851767,0.21460650558938127,0.3547122189664968,0,0
1708436073.564002,0.028659961700439454,0.015224112510681152,-0.01336690616607666,0.4600604189329806,0.7871299485388327,0.2160913659054798,0.3493928763500554,0,0
1708436073.5723307,0.025767475128173827,0.016608102798461914,-0.009382296562194824,0.46132609120440576,0.7878590367064943,0.21821100959984158,0.3447322681343302,0,0
1708436073.5806699,0.023349302291870117,0.01791798973083496,-0.005606278896331787,0.4617963168477956,0.7880275094875026,0.2217946054200999,0.3414146527271971,0,0
1708436073.5890036,0.02087105941772461,0.01933351135253906,-0.0011178100109100343,0.4627663533117002,0.7873795757860214,0.22616276531313928,0.3387198254262711,0,0
1708436073.5973368,0.018816024780273437,0.020604509353637696,0.00308080530166626,0.4635511513213891,0.7867314920084885,0.23077652447459385,0.33602986644083843,0,0
1708436073.605671,0.016928918838500978,0.021817052841186523,0.00742524242401123,0.46509178491926706,0.7853328117251553,0.2350401483211241,0.33421271521338364,0,0
1708436073.6140175,0.015362185478210449,0.023006875991821288,0.011823755264282226,0.46577105183889506,0.783121932427867,0.2414058601222534,0.33391701234374416,0,0
1708436073.6223383,0.013482735633850098,0.024332504272460937,0.016993154525756837,0.4671132908604417,0.7803823278117602,0.24860092463811398,0.3331758657301114,0,0
1708436073.6306708,0.012083840370178223,0.025474939346313476,0.021548572540283202,0.46847213727903775,0.7767991070109611,0.25558006673048655,0.33435882759331226,0,0
1708436073.6390047,0.010171661376953125,0.02678925895690918,0.026921146392822264,0.4701482793515788,0.7727274139695497,0.2643855009165337,0.334594147369516,0,0
1708436073.6473374,0.009063754081726074,0.027718616485595704,0.030842657089233397,0.47127467048362387,0.7687453647799428,0.27175164139849095,0.3362763529596478,0,0
1708436073.6556702,0.007276991367340088,0.029054237365722657,0.036160041809082034,0.4734710936331938,0.7636392054679736,0.28031479801692777,0.33779268351225794,0,0
1708436073.6640038,0.005697462558746338,0.030306989669799805,0.04136860275268555,0.47215757033802236,0.7601001954067508,0.28818138960078205,0.34097861517842454,0,0
1708436073.6723382,0.004208564281463623,0.031563209533691405,0.04594475555419922,0.46724886540778143,0.7586059103795482,0.293607157290293,0.3463962923561624,0,0
1708436073.6806698,0.0029291234016418457,0.03265647888183594,0.05035697174072266,0.46144718554208636,0.7571685109530273,0.29993787799444543,0.351851691529657,0,0
1708436073.689012,0.0015040290355682372,0.03386545181274414,0.054799461364746095,0.45447169156391354,0.7563953175313188,0.30552040025619426,0.35774137899471253,0,0
1708436073.6973395,6.145094335079193e-05,0.035168163299560545,0.05966086959838867,0.4478389764569618,0.7544260308562629,0.3121238624645927,0.364500086165244,0,0
1708436073.7056687,-0.0012186355590820314,0.036382762908935544,0.06376165390014649,0.4420613094606114,0.751992544156573,0.31867963563829,0.37085347269355223,0,0
1708436073.7139635,-0.0026816010475158693,0.03772786331176758,0.06824716186523437,0.4354538524635812,0.7487950331132328,0.3255110156416822,0.379115437968673,0,0
1708436073.7223368,-0.0037156364917755127,0.03869860076904297,0.07140559387207031,0.42958035192318483,0.7462347157109596,0.3313953486308665,0.38570920678802667,0,0
1708436073.7306693,-0.00510286283493042,0.039910778045654294,0.07521456909179687,0.42140692591171386,0.7429483178234382,0.33824417831681436,0.3950125062164469,0,0
1708436073.7390049,-0.006331341743469238,0.04087471389770508,0.07821470642089844,0.41413641669943557,0.7393219288847047,0.3443096924215002,0.40415957595588625,0,0
1708436073.7473378,-0.0075666003227233885,0.042003925323486326,0.08112939453125,0.4072887951845149,0.7342648930894928,0.3518747026331335,0.4137089395985656,0,0
1708436073.7556722,-0.008581913948059083,0.04293909072875977,0.08331854248046874,0.4013097555713137,0.7295483895627383,0.3579636719885609,0.42257736764295,0,0
1708436073.764007,-0.009467892646789551,0.04385155868530274,0.08508277130126952,0.3966695773429272,0.723606917398015,0.36508145115275137,0.431000949988712,0,0
1708436073.7723382,-0.010375310897827148,0.04469953536987305,0.08641100311279297,0.39229044667055113,0.7174661354802541,0.37162900111359265,0.43959347678995164,0,0
