time,x,y,z,qx,qy,qz,qw,white_button_state,grey_button_state
1708435634.7806973,0.08811419677734375,-0.0,-0.06551071166992188,-0.040144861196074334,0.8394242151526007,-0.025846550002415283,0.5413754158542492,0,0
1708435634.7890203,0.08811419677734375,-0.0,-0.06551071166992188,-0.04068140031501052,0.8393983774179372,-0.026192584483948813,0.5413587769561679,0,0
1708435634.7973537,0.08811419677734375,-0.0,-0.06551071166992188,-0.040770328933687074,0.8393941519608847,-0.025718456679140432,0.5413814024294523,0,0
1708435634.8056867,0.08811419677734375,-0.0,-0.06551071166992188,-0.04068140031501052,0.8393983774179372,-0.026192584483948813,0.5413587769561679,0,0
1708435634.8140118,0.08811419677734375,-0.0,-0.06551071166992188,-0.04068140031501052,0.8393983774179372,-0.026192584483948813,0.5413587769561679,0,0
1708435634.8223531,0.08811419677734375,-0.0,-0.06551071166992188,-0.040770328933687074,0.8393941519608847,-0.025718456679140432,0.5413814024294523,0,0
1708435634.8306868,0.08811419677734375,-0.0,-0.06551071166992188,-0.040055934702837394,0.8394285264401254,-0.026320665289567755,0.5413524873470263,0,0
1708435634.83902,0.08811419677734375,-0.0,-0.06551071166992188,-0.040055934702837394,0.8394285264401254,-0.026320665289567755,0.5413524873470263,0,0
1708435634.8473601,0.08811419677734375,-0.0,-0.06551071166992188,-0.03951937894999499,0.839453943102577,-0.025974634693040965,0.5413692021320405,0,0
1708435634.8556864,0.08811419677734375,-0.0,-0.06551071166992188,-0.04068140031501052,0.8393983774179372,-0.026192584483948813,0.5413587769561679,0,0
1708435634.8640194,0.08811419677734375,-0.0,-0.06551071166992188,-0.03951937894999499,0.839453943102577,-0.025974634693040965,0.5413692021320405,0,0
1708435634.8723533,0.08811419677734375,-0.0,-0.06551071166992188,-0.040055934702837394,0.8394285264401254,-0.026320665289567755,0.5413524873470263,0,0
1708435634.8806872,0.08811419677734375,-0.0,-0.06551071166992188,-0.040055934702837394,0.8394285264401254,-0.026320665289567755,0.5413524873470263,0,0
1708435634.8890383,0.08811419677734375,-0.0,-0.06551071166992188,-0.04068140031501052,0.8393983774179372,-0.026192584483948813,0.5413587769561679,0,0
1708435634.8973546,0.08811419677734375,-0.0,-0.06551071166992188,-0.04068140031501052,0.8393983774179372,-0.026192584483948813,0.5413587769561679,0,0
1708435634.9056878,0.08811419677734375,-0.0,-0.06551071166992188,-0.040055934702837394,0.8394285264401254,-0.026320665289567755,0.5413524873470263,0,0
1708435634.9140203,0.08811419677734375,-0.0,-0.06551071166992188,-0.04068140031501052,0.8393983774179372,-0.026192584483948813,0.5413587769561679,0,0
1708435634.922357,0.08811419677734375,-0.0,-0.06551071166992188,-0.04068140031501052,0.8393983774179372,-0.026192584483948813,0.5413587769561679,0,0
1708435634.930687,0.08811419677734375,-0.0,-0.06551071166992188,-0.04068140031501052,0.8393983774179372,-0.026192584483948813,0.5413587769561679,0,0
1708435634.9390278,0.08811419677734375,-0.0,-0.06551071166992188,-0.040770328933687074,0.8393941519608847,-0.025718456679140432,0.5413814024294523,0,0
1708435634.9473557,0.08811419677734375,-0.0,-0.06551071166992188,-0.040698147404364615,0.8397442360373507,-0.026166644455891064,0.5408221356714886,0,0
1708435634.9556859,0.08811419677734375,-0.0,-0.06551071166992188,-0.041323676502566,0.8397137679555065,-0.02603895087242001,0.5408281834760779,0,0
1708435634.9640193,0.08811419677734375,-0.0,-0.06551071166992188,-0.04068140031501052,0.8393983774179372,-0.026192584483948813,0.5413587769561679,0,0
1708435634.972324,0.08811419677734375,-0.0,-0.06551071166992188,-0.04068140031501052,0.8393983774179372,-0.026192584483948813,0.5413587769561679,0,0
1708435634.980689,0.08811419677734375,-0.0,-0.06551071166992188,-0.040144861196074334,0.8394242151526007,-0.025846550002415283,0.5413754158542492,0,0
1708435634.9890196,0.08811419677734375,-0.0,-0.06551071166992188,-0.040144861196074334,0.8394242151526007,-0.025846550002415283,0.5413754158542492,0,0
1708435634.9973538,0.08811419677734375,-0.0,-0.06551071166992188,-0.04068140031501052,0.8393983774179372,-0.026192584483948813,0.5413587769561679,0,0
1708435635.0056868,0.08811419677734375,-0.0,-0.06551071166992188,-0.040161387709030154,0.8397701104476409,-0.025820954291927132,0.5408387428634244,0,0
