time,x,y,z
0.0,0.14611504136921824,0.21871382581566962,0.9589873589585058
0.0,0.14607776423224964,0.2187157339257546,0.9590155996753528
0.0,0.14604360378647202,0.21871192832224115,0.9590449875512604
0.0,0.14600521532740157,0.21870591439749013,0.9590760452432063
0.0,0.1459664583374899,0.2187042582995636,0.9591055574683003
0.0,0.14592950840668412,0.21870114500801763,0.9591354781409698
0.0,0.1458940694003154,0.21869380019841234,0.9591666240944259
0.0,0.1458527287524242,0.21868936010097215,0.9591981047323072
0.0,0.14581773115459784,0.21868467786726295,0.9592281667417892
0.0,0.14577625448860765,0.2186807728524138,0.9592593229066462
0.0,0.1457424297855018,0.21867517338760614,0.9592894436527798
0.0,0.14570377901874365,0.2186707645966381,0.9593200872386775
0.0,0.14566987539141124,0.21866926183584423,0.9593488079003031
0.0,0.14563123844998496,0.21866484433630407,0.9593793792333916
0.0,0.14559432419861215,0.21866170499955426,0.9594093829836444
0.0,0.14555754993651218,0.21865595169077345,0.9594399779332146
0.0,0.1455200643661667,0.21865336183744397,0.9594697673114807
0.0,0.14548703251534784,0.21864814826967213,0.9594994959021861
0.0,0.14545011137109545,0.21864259352986498,0.9595303255794334
0.0,0.14541476951279184,0.21863793252201813,0.9595603131218978
0.0,0.14537488925511477,0.2186351373362899,0.9595906772201976
0.0,0.14533962286421223,0.2186314705153104,0.9596204500145025
0.0,0.14530688495749775,0.21862827076738067,0.9596472929318993
0.0,0.14526970674066197,0.21862217960482827,0.9596783043750847
0.0,0.1452336717119526,0.21861453707323036,0.9597094829300951
0.0,0.14519848957187584,0.2186068238424771,0.9597405880262363
0.0,0.1451624551740752,0.21860547916992754,0.959767426621924
0.0,0.14512573774613804,0.21859903029036978,0.9597984372031274
0.0,0.14508872046164523,0.21859205206973445,0.9598296135298182
0.0,0.14504988433209137,0.21858463960764543,0.9598612191957124
0.0,0.1450152319585319,0.21858034174579488,0.9598889170227223
0.0,0.14498168541183,0.21857606231269383,0.9599162860290535
0.0,0.14494248904481724,0.21857059623217182,0.9599476080028713
0.0,0.1449049095901068,0.2185639353068166,0.9599788633641103
0.0,0.1448697709103676,0.21855851642826266,0.9600069846151184
0.0,0.14483381058697584,0.2185506690200294,0.9600382909141607
0.0,0.14479578907587523,0.21854191670048922,0.9600704046278244
0.0,0.1447613127475511,0.21853608180136305,0.9600984629331804
0.0,0.14472572093519256,0.2185333604699668,0.9601257521980815
0.0,0.14469129187187935,0.2185269016572126,0.9601560984152843
0.0,0.1446553169684553,0.21852282030658157,0.9601840041182856
0.0,0.14461907349008943,0.21851899928082621,0.960211793305082
0.0,0.14458418976233592,0.2185127526922556,0.9602425457015114
0.0,0.1445509010392562,0.2185045097550092,0.9602736422935167
0.0,0.1445174033803787,0.21850324814290567,0.960300040649039
0.0,0.144484629559383,0.21850228989133053,0.9603282723475465
0.0,0.14445301300747307,0.21849657305151288,0.9603557607042306
0.0,0.1444177827025639,0.2184959730328278,0.9603843625737088
0.0,0.14438359704414636,0.21848667223194349,0.9604158123489772
0.0,0.1443513189315676,0.21848229728300259,0.9604428902211762
0.0,0.1443185398051248,0.21848150594378107,0.9604688108905142
0.0,0.14428380643045624,0.21847424727550402,0.9604974916621731
0.0,0.14425287781192805,0.21847044743405564,0.9605240476556756
0.0,0.14421829159122979,0.21846611512588632,0.9605517305012228
0.0,0.14418459563215957,0.21846123207283716,0.9605793755951083
0.0,0.14415135628910924,0.21845508363921085,0.9606096064074056
0.0,0.14412041673658676,0.2184506028408608,0.9606366501171352
0.0,0.14408912505106064,0.21844619754068573,0.9606636906111706
0.0,0.14405645601034484,0.218436493302441,0.960694911312991
0.0,0.1440282059136388,0.21843482337958045,0.9607181369852484
0.0,0.14399699996233994,0.21842919713819714,0.9607476492842868
0.0,0.14396188849748065,0.21842066952029182,0.9607768599520595
0.0,0.14393027298071276,0.21841532096281352,0.960804254729888
0.0,0.1438970780294042,0.21840540247450674,0.9608334598433389
0.0,0.1438633959027817,0.2183977706085709,0.9608642000901337
0.0,0.14383304046237014,0.21838969779304834,0.9608899145859257
0.0,0.14379762292761675,0.2183785788531933,0.9609201925441733
0.0,0.1437666785782389,0.2183711316996298,0.9609481231480272
0.0,0.14373004617761612,0.21836220039255297,0.960977814005902
0.0,0.14369895045083803,0.21835159212812702,0.9610069541327514
