20319,27748
27748,34918
34918,44299
44299,51381
51381,57061
57061,64006
64006,68696
68696,73524
73524,78346
78346,83091
83091,88153
88153,92480
92480,97267
97267,101986
101986,106632
106632,111209
111209,115502
115502,120066
120066,124477
124477,128797
128797,133370
133370,137505
137505,141878
141878,146125
146125,150353
150353,154796
154796,158939
158939,163130
163130,167099
167099,171169
171169,174200
