3369,10703
10703,20129
20129,29168
29168,38209
38209,47809
47809,56729
56729,65397
65397,73976
73976,81954
81954,90193
90193,98719
98719,107086
107086,114664
114664,122090
122090,130401
130401,138450
138450,146345
146345,153995
153995,161835
161835,169298
169298,176462
176462,185877
185877,193894
193894,201710
201710,210334
210334,219083
219083,226141
226141,232860
232860,239328
