44967,55289
62212,70738
74780,84227
96547,108931
114811,122414
125767,134536
139279,149993
155375,166032
177598,182962
187495,195409
200519,208315
213005,220439
224564,232027
236044,243008
246273,251710
255065,260633
264398,268826
272775,277135
280558,286928
293135,300192
