time,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint
1708437024.242596,-2.1460752487182617,-1.3342005026391526,-2.5241432825671595,6.118917453079977,1.012664794921875,-2.3254180590258997
1708437024.2445524,-2.1460394859313965,-1.334197462802269,-2.5240893999682825,6.11889265754775,1.0126725435256958,-2.3254149595843714
1708437024.246586,-2.146087646484375,-1.3342379045537491,-2.5241404215442103,6.118872630387106,1.0126901865005493,-2.3254058996783655
1708437024.2485447,-2.1460437774658203,-1.3341604632190247,-2.5241149107562464,6.118852126389303,1.0126603841781616,-2.3253775278674524
1708437024.250562,-2.146091938018799,-1.3342226159623642,-2.524128500615255,6.118868458061971,1.012648582458496,-2.3253939787494105
1708437024.2525694,-2.146048069000244,-1.3341811311296006,-2.524112049733297,6.1189377186592,1.0126813650131226,-2.3254149595843714
1708437024.2545695,-2.146027088165283,-1.3341930967620392,-2.5241194407092493,6.118924844055929,1.012664794921875,-2.3254571596728724
1708437024.2565525,-2.146066665649414,-1.3341974180987854,-2.5241523424731653,6.118868458061971,1.012693166732788,-2.3254180590258997
1708437024.258584,-2.146055221557617,-1.3341811311296006,-2.5241103808032435,6.118950831681051,1.012685775756836,-2.3254345099078577
1708437024.2605643,-2.1461005210876465,-1.334184230571129,-2.5241568724261683,6.118917453079977,1.0126572847366333,-2.3254058996783655
1708437024.2625518,-2.1460795402526855,-1.334176779990532,-2.5241687933551233,6.118843662529745,1.0126690864562988,-2.3254149595843714
1708437024.26455,-2.1460421085357666,-1.3342137199691315,-2.5241194407092493,6.118909942894735,1.0127063989639282,-2.3253939787494105
1708437024.2665572,-2.1460437774658203,-1.334209383731224,-2.524149243031637,6.118880617409506,1.012648582458496,-2.3254180590258997
1708437024.2685854,-2.1460962295532227,-1.3342259240201493,-2.5241523424731653,6.1189143536384485,1.012648582458496,-2.3254075686084192
1708437024.270568,-2.146059513092041,-1.3341516864350815,-2.524133030568258,6.118893730431356,1.0126116275787354,-2.3254149595843714
1708437024.2725556,-2.146070957183838,-1.334188626413681,-2.524095598851339,6.118954288750448,1.012648582458496,-2.3253820578204554
1708437024.2746184,-2.1460795402526855,-1.334200532441475,-2.524100128804342,6.118909942894735,1.0126571655273438,-2.3254030386554163
1708437024.2765834,-2.146104574203491,-1.3341570508531113,-2.524133030568258,6.118909942894735,1.0126278400421143,-2.3254149595843714
1708437024.278563,-2.1461002826690674,-1.3341855269721528,-2.5241239706622522,6.118929135590353,1.0126603841781616,-2.3253775278674524
1708437024.2805521,-2.146083354949951,-1.3341931265643616,-2.524128500615255,6.1189544079597376,1.01265287399292,-2.3253939787494105
1708437024.2825432,-2.146055221557617,-1.3341974479011078,-2.5241239706622522,6.118904459267416,1.0126690864562988,-2.3254104296313685
1708437024.2845771,-2.146059513092041,-1.3341767650893708,-2.524128500615255,6.118926274567404,1.0126813650131226,-2.3253923098193567
1708437024.2865584,-2.146059513092041,-1.3342017394355317,-2.5241478125201624,6.1189377186592,1.0126409530639648,-2.3253729979144495
1708437024.2885718,-2.146087646484375,-1.3341767203858872,-2.5240984598742884,6.118847834854879,1.0126203298568726,-2.3254058996783655
1708437024.290551,-2.146091938018799,-1.334185541873314,-2.524161402379171,6.118868458061971,1.0126603841781616,-2.3253968397723597
1708437024.2925937,-2.146083354949951,-1.3342290681651612,-2.524161402379171,6.118893730431356,1.0126440525054932,-2.3253939787494105
1708437024.2945735,-2.146087646484375,-1.33423467100177,-2.5241404215442103,6.118852126389303,1.0126453638076782,-2.3254058996783655
1708437024.2965548,-2.1460788249969482,-1.3341679734042664,-2.5241075197802942,6.1188316223915,1.0126690864562988,-2.3254149595843714
1708437024.2985702,-2.1460962295532227,-1.3341648441604157,-2.5241194407092493,6.118872749596395,1.0126277208328247,-2.3254435698138636
1708437024.3005574,-2.1460351943969727,-1.3342510622790833,-2.524133030568258,6.1189377186592,1.0126322507858276,-2.3254316488849085
1708437024.3025444,-2.146070957183838,-1.3342049580863495,-2.5241239706622522,6.118872749596395,1.0126659870147705,-2.325357977543966
1708437024.3045657,-2.1460788249969482,-1.3341481995633622,-2.5241313616382044,6.118843662529745,1.012685775756836,-2.3254602591144007
1708437024.3065531,-2.1460745334625244,-1.3341710430434723,-2.5241358915912073,6.118885028153219,1.0126690864562988,-2.3253849188434046
1708437024.3085449,-2.1461246013641357,-1.3341692400029679,-2.5241387526141565,6.118880617409506,1.0126571655273438,-2.3254030386554163
1708437024.3105664,-2.1460509300231934,-1.3342465919307251,-2.524133030568258,6.118958699494161,1.0126453638076782,-2.3254557291613978
1708437024.312538,-2.1460351943969727,-1.3341811460307618,-2.5240822474109095,6.118902313500204,1.0126453638076782,-2.325369898472921
1708437024.3145506,-2.146059513092041,-1.3341811460307618,-2.5241239706622522,6.118918645172872,1.0126409530639648,-2.3254013697253626
1708437024.3165793,-2.1460306644439697,-1.3342181605151673,-2.5241029898272913,6.11889802196578,1.0126159191131592,-2.3254361788379114
1708437024.3185408,-2.1460752487182617,-1.3342049729875107,-2.524149481450216,6.118893730431356,1.012603759765625,-2.3254104296313685
1708437024.320577,-2.1460957527160645,-1.3341930669597168,-2.524100128804342,6.118896949082174,1.0126080513000488,-2.3253820578204554
1708437024.3225377,-2.146087646484375,-1.3341692251018067,-2.5241404215442103,6.118901240616598,1.0126571655273438,-2.3254013697253626
1708437024.3245533,-2.146113157272339,-1.3341842603734513,-2.52407414117922,6.11889265754775,1.0126497745513916,-2.3254149595843714
1708437024.3265502,-2.146087646484375,-1.3342225712588807,-2.524161402379171,6.11892186382369,1.012636661529541,-2.3253777662860315
1708437024.3285682,-2.146087646484375,-1.3341525507024308,-2.5241404215442103,6.118877160340109,1.0126322507858276,-2.3254058996783655
1708437024.3305836,-2.1461174488067627,-1.334184230571129,-2.524128500615255,6.118847954064169,1.0126944780349731,-2.3254480997668665
1708437024.332576,-2.146087646484375,-1.334188700919487,-2.5241029898272913,6.1188814518745325,1.0126409530639648,-2.3254693190204065
1708437024.3345535,-2.1460464000701904,-1.334184230571129,-2.5241149107562464,6.118909942894735,1.0126452445983887,-2.3253775278674524
1708437024.336579,-2.146055221557617,-1.334201769237854,-2.5241239706622522,6.118893730431356,1.0126452445983887,-2.3253820578204554
1708437024.3385708,-2.1460795402526855,-1.3341974479011078,-2.5241165796863,6.118939268379965,1.0126168727874756,-2.3254435698138636
1708437024.3405755,-2.146091938018799,-1.334201769237854,-2.524144951497213,6.118844616204061,1.01265287399292,-2.3254316488849085
1708437024.3425384,-2.146083354949951,-1.3341767501882096,-2.5241568724261683,6.118844735413351,1.0125994682312012,-2.3254058996783655
1708437024.3445544,-2.146087646484375,-1.3341811460307618,-2.5241523424731653,6.118821489601888,1.012636661529541,-2.3254075686084192
1708437024.346557,-2.1460394859313965,-1.334237964158394,-2.5241194407092493,6.118829238205709,1.0126365423202515,-2.3253985087024134
1708437024.3485596,-2.146055221557617,-1.334261731510498,-2.5241194407092493,6.118797766953268,1.012698769569397,-2.3253653685199183
1708437024.3505504,-2.1460509300231934,-1.3341736954501648,-2.5241149107562464,6.118745553284445,1.0126571655273438,-2.3253939787494105
1708437024.35256,-2.1460185050964355,-1.3341930669597168,-2.5240984598742884,6.118713128357687,1.012624740600586,-2.3254647890674036
1708437024.3545568,-2.146066665649414,-1.3341811460307618,-2.5241404215442103,6.118685948639669,1.0126690864562988,-2.3254058996783655
1708437024.356545,-2.146113157272339,-1.334193081860878,-2.5241358915912073,6.118668663292684,1.012654185295105,-2.3254149595843714
1708437024.3585415,-2.146116018295288,-1.334213749771454,-2.524165932332174,6.1186444638069055,1.0126497745513916,-2.3253939787494105
1708437024.3605776,-2.1460437774658203,-1.334213764672615,-2.5241313616382044,6.1187184927757166,1.012636661529541,-2.3253939787494105
1708437024.3625364,-2.146083354949951,-1.3341930669597168,-2.5241568724261683,6.118665325432577,1.012603759765625,-2.3254316488849085
1708437024.3645391,-2.1460795402526855,-1.3342093390277405,-2.524121109639303,6.118661033898153,1.012636661529541,-2.3254149595843714
1708437024.3665535,-2.1460351943969727,-1.3342093390277405,-2.5241103808032435,6.1187195656593225,1.01265287399292,-2.3254271189319056
1708437024.368578,-2.1460306644439697,-1.334163562660553,-2.5241075197802942,6.118714082032003,1.0126290321350098,-2.3254013697253626
1708437024.370537,-2.1460752487182617,-1.3342137199691315,-2.5241194407092493,6.118684875756063,1.0126409530639648,-2.3254180590258997
1708437024.372542,-2.1460752487182617,-1.3342018139413376,-2.5241149107562464,6.118665325432577,1.012603759765625,-2.3253653685199183
1708437024.3746367,-2.146087646484375,-1.3342303198627015,-2.5241358915912073,6.118690240174093,1.0126571655273438,-2.3254075686084192
1708437024.3766024,-2.146063804626465,-1.334172399049141,-2.5241733233081263,6.118714082032003,1.0126571655273438,-2.3253985087024134
1708437024.3785677,-2.1460795402526855,-1.334172399049141,-2.5241523424731653,6.118690240174093,1.0126572847366333,-2.3253939787494105
1708437024.3805645,-2.146066665649414,-1.334181160931923,-2.5241313616382044,6.11872278431014,1.0126160383224487,-2.3253939787494105
1708437024.3826156,-2.1460509300231934,-1.334230290060379,-2.5241058508502405,6.118710863381185,1.012603759765625,-2.3253985087024134
1708437024.3845594,-2.146066665649414,-1.3341767948916932,-2.5241149107562464,6.118697869568624,1.0126409530639648,-2.3254058996783655
1708437024.386541,-2.146062135696411,-1.3342005026391526,-2.5241358915912073,6.118682729988851,1.01265287399292,-2.3254104296313685
1708437024.3885365,-2.1460788249969482,-1.3341961365989228,-2.5240984598742884,6.118690240174093,1.01265287399292,-2.3253894487964075
1708437024.3905654,-2.1460509300231934,-1.3342391860536118,-2.524173084889547,6.1187054989631555,1.0126365423202515,-2.3254480997668665
1708437024.3925507,-2.146087646484375,-1.3341515970281144,-2.5240820089923304,6.118674027710714,1.0126452445983887,-2.3254058996783655
1708437024.39457,-2.146059513092041,-1.3342303943685074,-2.5241642634021204,6.118685948639669,1.0126615762710571,-2.3253894487964075
1708437024.3965383,-2.1460752487182617,-1.334251032476761,-2.5241404215442103,6.118702161103048,1.012624740600586,-2.3254316488849085
1708437024.3985596,-2.1460578441619873,-1.3342018288424988,-2.5241313616382044,6.118681657105245,1.0126290321350098,-2.32532769838442
1708437024.4005618,-2.146055221557617,-1.334156097178795,-2.524144951497213,6.11866973617629,1.0126452445983887,-2.325369898472921
1708437024.4025269,-2.146091938018799,-1.334181160931923,-2.524182144795553,6.1186574576194666,1.0126168727874756,-2.3254058996783655
1708437024.4045486,-2.1460509300231934,-1.3341798049262543,-2.5241223017321985,6.118718373566427,1.0126484632492065,-2.3254316488849085
1708437024.406565,-2.1460509300231934,-1.3341842156699677,-2.5241029898272913,6.1187184927757166,1.012603759765625,-2.3253517786609095
1708437024.4085517,-2.1461002826690674,-1.3341767650893708,-2.5241642634021204,6.118690240174093,1.0126365423202515,-2.3254359404193323
1708437024.4105434,-2.146104574203491,-1.3342137348702927,-2.524161402379171,6.118743407517233,1.01265287399292,-2.3254271189319056
1708437024.4125636,-2.1460509300231934,-1.334251032476761,-2.5241733233081263,6.118710982590475,1.0126944780349731,-2.3254104296313685
1708437024.4145567,-2.1460185050964355,-1.3341724288514634,-2.524161402379171,6.1187065718467615,1.0126659870147705,-2.3254526297198694
1708437024.4165514,-2.146087646484375,-1.3342050176909943,-2.5241313616382044,6.11869906166152,1.01265287399292,-2.3253610769854944
1708437024.4185424,-2.146087646484375,-1.334217147236206,-2.5241313616382044,6.11863254287795,1.0126690864562988,-2.325429979954855
1708437024.4205308,-2.1460914611816406,-1.3341724139503022,-2.5241404215442103,6.118681657105245,1.0126603841781616,-2.3254271189319056
1708437024.4225414,-2.1461002826690674,-1.3342050176909943,-2.5241165796863,6.118731486588278,1.0126571655273438,-2.3253820578204554
1708437024.424524,-2.146083354949951,-1.3341648441604157,-2.524149481450216,6.118674146920004,1.012603759765625,-2.3254104296313685
1708437024.4265358,-2.146070957183838,-1.3341766905835648,-2.5241239706622522,6.118648755341329,1.0126690864562988,-2.3254557291613978
1708437024.4285343,-2.146116018295288,-1.334213749771454,-2.5240820089923304,6.11866973617629,1.01265287399292,-2.325429979954855
1708437024.4305348,-2.1460752487182617,-1.3342379492572327,-2.5241239706622522,6.11866973617629,1.0126659870147705,-2.3254435698138636
1708437024.432578,-2.1460351943969727,-1.3341842603734513,-2.5241313616382044,6.11863254287795,1.0126409530639648,-2.3254225889789026
1708437024.4345462,-2.146083354949951,-1.334237889652588,-2.5241478125201624,6.118694650917806,1.0126124620437622,-2.3254058996783655
1708437024.4365528,-2.146066665649414,-1.3342422258904953,-2.5241358915912073,6.1186574576194666,1.0126659870147705,-2.325425450001852
1708437024.4385347,-2.146070957183838,-1.3342347306064148,-2.5242140928851526,6.1187065718467615,1.0126409530639648,-2.325446669255392
1708437024.4405572,-2.146083354949951,-1.33420184374366,-2.5241194407092493,6.1186784384544275,1.0126409530639648,-2.3253894487964075
1708437024.4425676,-2.1460795402526855,-1.334160478120186,-2.5240910688983362,6.118649947434225,1.0126571655273438,-2.3254058996783655
1708437024.4445424,-2.146083354949951,-1.3341560673764725,-2.5241764227496546,6.118648755341329,1.0126080513000488,-2.3254602591144007
1708437024.4465687,-2.1460957527160645,-1.334200532441475,-2.5241552034961146,6.118726002960958,1.0126571655273438,-2.3254390398608606
1708437024.4485877,-2.1460509300231934,-1.334209383731224,-2.524210755025045,6.11866973617629,1.0126497745513916,-2.3254602591144007
1708437024.4505389,-2.1460351943969727,-1.33420184374366,-2.5241058508502405,6.1186935780342,1.012677788734436,-2.325408999119894
1708437024.4525685,-2.146087646484375,-1.3341723692468186,-2.5241733233081263,6.118665325432577,1.0126290321350098,-2.3254104296313685
1708437024.4545646,-2.1460962295532227,-1.3341854971698304,-2.5241015593158167,6.118681657105245,1.012636661529541,-2.325467650090353
1708437024.4565403,-2.146062135696411,-1.3341234785369416,-2.5241103808032435,6.1186654446418665,1.0126159191131592,-2.3254721800433558
1708437024.4585655,-2.1460795402526855,-1.3341899526170273,-2.5241642634021204,6.1186784384544275,1.012624740600586,-2.3253923098193567
1708437024.4605443,-2.1460351943969727,-1.3342017990401764,-2.5241478125201624,6.1186654446418665,1.0125993490219116,-2.325442139302389
1708437024.462561,-2.146055221557617,-1.3341438186219712,-2.5241358915912073,6.118641245156088,1.0126497745513916,-2.3254180590258997
1708437024.4645412,-2.1460351943969727,-1.334176779990532,-2.5241194407092493,6.11866973617629,1.0126409530639648,-2.3254345099078577
1708437024.46653,-2.1460962295532227,-1.3341974329999466,-2.5241478125201624,6.118636834412374,1.0126659870147705,-2.325429979954855
1708437024.4685497,-2.146056652069092,-1.3341899377158661,-2.5241854826556605,6.118636834412374,1.0126452445983887,-2.3254180590258997
1708437024.4705567,-2.146052360534668,-1.3341811311296006,-2.5241687933551233,6.118721711426534,1.0126290321350098,-2.325451199208395
1708437024.4725773,-2.146066665649414,-1.334156112079956,-2.5241523424731653,6.11866973617629,1.0126080513000488,-2.3253968397723597
1708437024.4745622,-2.1460838317871094,-1.3341767650893708,-2.5241313616382044,6.118648755341329,1.012624740600586,-2.325458590184347
1708437024.476615,-2.146087646484375,-1.334209368830063,-2.5241432825671595,6.11866973617629,1.012624740600586,-2.3254767099963587
1708437024.478552,-2.146066665649414,-1.3341886860183259,-2.524161402379171,6.11866973617629,1.0126334428787231,-2.3254345099078577
1708437024.4805481,-2.146035671234131,-1.334147260790207,-2.5241268316852015,6.11860870102004,1.0126452445983887,-2.3254345099078577
1708437024.482541,-2.1460509300231934,-1.334185541873314,-2.5241764227496546,6.118681657105245,1.0126278400421143,-2.325451199208395
1708437024.4845767,-2.146104574203491,-1.3342422854951401,-2.5241764227496546,6.118690240174093,1.0126168727874756,-2.325429979954855
1708437024.4865463,-2.146070957183838,-1.3341930520585557,-2.5241552034961146,6.118648755341329,1.01265287399292,-2.3254390398608606
1708437024.4885554,-2.1461002826690674,-1.334172399049141,-2.5241642634021204,6.118677246361532,1.0126409530639648,-2.325425450001852
1708437024.4905365,-2.146063804626465,-1.334148259168007,-2.5241268316852015,6.118681657105245,1.0126452445983887,-2.325454060231344
1708437024.4925797,-2.1460464000701904,-1.3342542064240952,-2.5241268316852015,6.118682729988851,1.0126452445983887,-2.325484100972311
1708437024.4945517,-2.1460394859313965,-1.3341855269721528,-2.5241313616382044,6.118636834412374,1.0126168727874756,-2.325412098561422
1708437024.4965456,-2.146059513092041,-1.334225983624794,-2.5241687933551233,6.118689167290487,1.0126168727874756,-2.3254435698138636
1708437024.4985297,-2.146048069000244,-1.3341855269721528,-2.5241552034961146,6.1186784384544275,1.012648582458496,-2.325442139302389
1708437024.5005598,-2.1460437774658203,-1.3341974180987854,-2.5241718927966517,6.1187195656593225,1.0126690864562988,-2.325425450001852
1708437024.5026307,-2.146048069000244,-1.3342171174338837,-2.5241764227496546,6.1187184927757166,1.01265287399292,-2.325451199208395
1708437024.5049603,-2.146059513092041,-1.3341930520585557,-2.5241432825671595,6.118690240174093,1.012636661529541,-2.325458590184347
1708437024.507012,-2.146048069000244,-1.334218145614006,-2.5241809527026575,6.11869894245223,1.0126692056655884,-2.325475041066305
1708437024.5087187,-2.1460752487182617,-1.3341737401536484,-2.5241718927966517,6.118665325432577,1.0126409530639648,-2.32546312013735
1708437024.510893,-2.146048069000244,-1.3341767650893708,-2.5241358915912073,6.118666159897604,1.012624740600586,-2.325425450001852
1708437024.5125296,-2.1460509300231934,-1.3341322255185624,-2.5241478125201624,6.118687140732565,1.012648582458496,-2.325437609349386
1708437024.5145433,-2.146083354949951,-1.3342093986323853,-2.5241313616382044,6.118681657105245,1.0126452445983887,-2.325404469166891
1708437024.5165854,-2.146091938018799,-1.3342181903174897,-2.5241523424731653,6.118674027710714,1.0126615762710571,-2.325429979954855
1708437024.5185602,-2.146056652069092,-1.334200532441475,-2.5241642634021204,6.118685948639669,1.0126081705093384,-2.325458590184347
1708437024.520559,-2.146083354949951,-1.334201769237854,-2.5241974035846155,6.118645655899801,1.0126378536224365,-2.325451199208395
1708437024.5225785,-2.146091938018799,-1.3341930669597168,-2.5241552034961146,6.118731486588278,1.0126160383224487,-2.325446669255392
1708437024.5245593,-2.1460394859313965,-1.3341570657542725,-2.5241239706622522,6.11863254287795,1.0126571655273438,-2.325458590184347
1708437024.5266123,-2.146055221557617,-1.3342225861600419,-2.5241478125201624,6.118674027710714,1.0126452445983887,-2.325512711201803
1708437024.528566,-2.146083354949951,-1.3342303943685074,-2.5241523424731653,6.118620621948995,1.0126571655273438,-2.325475041066305
1708437024.5305417,-2.1460306644439697,-1.3341410917094727,-2.5241733233081263,6.118681657105245,1.0126124620437622,-2.325465981160299
1708437024.5325515,-2.146062135696411,-1.334164859061577,-2.5241058508502405,6.118759739189901,1.012677788734436,-2.325425450001852
1708437024.5345366,-2.1460509300231934,-1.334151641731598,-2.5242019335376185,6.11866973617629,1.0126734972000122,-2.325507942830221
1708437024.536563,-2.1460139751434326,-1.3342137199691315,-2.5241239706622522,6.118648755341329,1.012648582458496,-2.325496260319845
1708437024.5385466,-2.1460752487182617,-1.3341736805490036,-2.5241268316852015,6.118685948639669,1.01265287399292,-2.325425450001852
1708437024.5405786,-2.1460227966308594,-1.3341767352870484,-2.5241854826556605,6.118644583016195,1.01265287399292,-2.325496260319845
1708437024.542569,-2.1460795402526855,-1.3341811460307618,-2.5241687933551233,6.118697869568624,1.0126409530639648,-2.32546312013735
1708437024.5445411,-2.146055221557617,-1.334143878226616,-2.5241313616382044,6.11869906166152,1.0126334428787231,-2.325475041066305
1708437024.546564,-2.1460437774658203,-1.3342137348702927,-2.5241687933551233,6.118648755341329,1.01265287399292,-2.325467650090353
1708437024.5485635,-2.146063804626465,-1.3342181605151673,-2.5241358915912073,6.118633734970846,1.012636661529541,-2.325487200413839
1708437024.5505326,-2.146052360534668,-1.334193081860878,-2.5241642634021204,6.118636834412374,1.01265287399292,-2.325465981160299
1708437024.552555,-2.146091938018799,-1.3341767650893708,-2.5242062250720423,6.118690240174093,1.01265287399292,-2.325454060231344
1708437024.5545444,-2.146083354949951,-1.3341569763473053,-2.5241239706622522,6.118661033898153,1.012636661529541,-2.325454060231344
1708437024.5565536,-2.146070957183838,-1.3342018139413376,-2.5241764227496546,6.11866973617629,1.0126116275787354,-2.325465981160299
1708437024.5585468,-2.1461002826690674,-1.3342018139413376,-2.5241597334491175,6.118697869568624,1.0126497745513916,-2.325442139302389
1708437024.5605705,-2.146070957183838,-1.3341930520585557,-2.5241177717791956,6.118685948639669,1.0126116275787354,-2.325458590184347
1708437024.56254,-2.1460795402526855,-1.3341723692468186,-2.5241149107562464,6.118682729988851,1.012624740600586,-2.325503651295797
1708437024.564541,-2.1460509300231934,-1.3341767650893708,-2.5241478125201624,6.118702161103048,1.0126409530639648,-2.3254826704608362
1708437024.566551,-2.146088123321533,-1.3341516715339203,-2.5241597334491175,6.118669616967001,1.01265287399292,-2.32542854944338
1708437024.5685296,-2.146048069000244,-1.334169254904129,-2.524156634007589,6.11872278431014,1.012636661529541,-2.325433079396383
1708437024.5705445,-2.1460752487182617,-1.3341604632190247,-2.5241897741900843,6.11866973617629,1.012636661529541,-2.325475041066305
1708437024.5725725,-2.146066665649414,-1.3342181754163285,-2.5241268316852015,6.1186163304145715,1.0126497745513916,-2.325425450001852
1708437024.5745397,-2.146062135696411,-1.3341855269721528,-2.5241764227496546,6.118689167290487,1.0126452445983887,-2.325470511113302
1708437024.5766263,-2.1460185050964355,-1.3341560375741501,-2.5241900126086634,6.11872278431014,1.0126290321350098,-2.325461451207296
1708437024.5785453,-2.1460795402526855,-1.3341438484242936,-2.5241478125201624,6.118636953621664,1.0126378536224365,-2.325416628514425
1708437024.5805902,-2.1460795402526855,-1.334156097178795,-2.5241313616382044,6.11869906166152,1.0126571655273438,-2.325446669255392
1708437024.5825925,-2.146088123321533,-1.3342018288424988,-2.5241194407092493,6.118710863381185,1.0126168727874756,-2.325400177632467
1708437024.5845354,-2.146048069000244,-1.3342304092696686,-2.5241432825671595,6.1186784384544275,1.0126497745513916,-2.325487200413839
1708437024.5865388,-2.146091938018799,-1.3341438186219712,-2.5241552034961146,6.118653166085043,1.0126080513000488,-2.325449530278341
1708437024.588561,-2.1460227966308594,-1.334185541873314,-2.5241478125201624,6.118715274124899,1.0126203298568726,-2.3255112806903284
1708437024.5905304,-2.1460838317871094,-1.3341797900250931,-2.5241552034961146,6.118726002960958,1.0126290321350098,-2.325505081807272
1708437024.5925593,-2.14601469039917,-1.3341930669597168,-2.5241478125201624,6.118669616967001,1.012636661529541,-2.325454060231344
1708437024.5946136,-2.146059513092041,-1.3341648143580933,-2.5241523424731653,6.118636953621664,1.012621283531189,-2.325470511113302
1708437024.5965736,-2.146083354949951,-1.334213764672615,-2.5241313616382044,6.118685948639669,1.0126091241836548,-2.325484100972311
1708437024.5985498,-2.146048069000244,-1.3341516268304368,-2.5241387526141565,6.118666159897604,1.0125839710235596,-2.325458590184347
1708437024.6005626,-2.1460509300231934,-1.334164873962738,-2.524144713078634,6.118730294495382,1.0126452445983887,-2.325442139302389
1708437024.602537,-2.146048069000244,-1.3341811311296006,-2.5241313616382044,6.118727195053854,1.0126334428787231,-2.325449530278341
1708437024.604548,-2.1460795402526855,-1.334179849629738,-2.5241194407092493,6.118738996773519,1.0126168727874756,-2.3255232016192835
1708437024.6065571,-2.146048069000244,-1.3342215877822419,-2.524205032979147,6.118740188866415,1.0125958919525146,-2.325491730366842
1708437024.608578,-2.1460437774658203,-1.3342181158116837,-2.5241568724261683,6.118607628136434,1.0126203298568726,-2.325475041066305
1708437024.610547,-2.1460795402526855,-1.3342379492572327,-2.5240970293628138,6.118641245156088,1.0126047134399414,-2.325484100972311
1708437024.61255,-2.146048069000244,-1.3341393929770966,-2.5241223017321985,6.118648755341329,1.0126497745513916,-2.325470511113302
1708437024.6145544,-2.1460227966308594,-1.334188626413681,-2.5241432825671595,6.118697869568624,1.0126080513000488,-2.325475041066305
1708437024.6165864,-2.1460437774658203,-1.3341394078782578,-2.5241432825671595,6.118727195053854,1.0126627683639526,-2.325454060231344
1708437024.6185775,-2.146113157272339,-1.3341841858676453,-2.5241552034961146,6.118681657105245,1.0125972032546997,-2.325458590184347
1708437024.620549,-2.146055221557617,-1.334204987888672,-2.5241194407092493,6.118731486588278,1.012600302696228,-2.325465981160299
1708437024.6225593,-2.1460437774658203,-1.3341515523246308,-2.5241552034961146,6.118640172272482,1.0126047134399414,-2.325425450001852
1708437024.624591,-2.146052360534668,-1.3341366660645981,-2.5241523424731653,6.1187184927757166,1.0125764608383179,-2.325446669255392
1708437024.6265361,-2.1460962295532227,-1.3341692102006455,-2.5241809527026575,6.118685948639669,1.0126134157180786,-2.325425450001852
1708437024.6285758,-2.146083354949951,-1.3341767650893708,-2.5241568724261683,6.118623840599813,1.0125927925109863,-2.325442139302389
1708437024.6305702,-2.14601469039917,-1.3341526103070755,-2.5241268316852015,6.11866186836318,1.0125765800476074,-2.325454060231344
1708437024.6325595,-2.1460227966308594,-1.3342260283282776,-2.5241974035846155,6.118709790497579,1.012601613998413,-2.325454060231344
1708437024.6345499,-2.146063804626465,-1.334190012221672,-2.5241809527026575,6.118670451432028,1.012601613998413,-2.325500790272848
1708437024.6365578,-2.146070957183838,-1.3341604632190247,-2.5241809527026575,6.118707644730367,1.0125970840454102,-2.325454060231344
1708437024.6385489,-2.146070957183838,-1.3341930669597168,-2.5241358915912073,6.1186784384544275,1.0125148296356201,-2.325458590184347
1708437024.6405542,-2.14601469039917,-1.3342018139413376,-2.5241313616382044,6.118710982590475,1.012589693069458,-2.325470511113302
1708437024.6425583,-2.146027088165283,-1.3341560822776337,-2.5241597334491175,6.11869906166152,1.012568712234497,-2.325429979954855
1708437024.6445885,-2.1460227966308594,-1.3341736656478425,-2.5241568724261683,6.118710982590475,1.0125236511230469,-2.325442139302389
1708437024.6465986,-2.146055221557617,-1.3341648292592545,-2.5241687933551233,6.118669616967001,1.0125774145126343,-2.325479571019308
1708437024.648586,-2.1461005210876465,-1.3341410470059891,-2.5241029898272913,6.118685948639669,1.0125073194503784,-2.325467650090353
1708437024.6505806,-2.1460680961608887,-1.3341349375298996,-2.5241478125201624,6.118697869568624,1.0125361680984497,-2.325442139302389
1708437024.6525757,-2.146027088165283,-1.3341767650893708,-2.5241103808032435,6.11866973617629,1.0125479698181152,-2.325437609349386
