time,gripper_joint_position,gripper_joint_velocity
1708434770.5579784,0.0,0.0
1708434770.569144,0.0,0.0
1708434770.5789926,0.0,0.0
1708434770.588065,0.0,0.0
1708434770.5969124,0.0,0.0
1708434770.6080766,0.0,0.0
1708434770.6181703,0.0,0.0
1708434770.6279304,0.0,0.0
1708434770.6370053,0.0,0.0
1708434770.646959,0.0,0.0
1708434770.6569662,0.0,0.0
1708434770.6669989,0.0,0.0
1708434770.6771076,0.0,0.0
1708434770.6871033,0.0,0.0
1708434770.6971254,0.0,0.0
1708434770.7071514,0.0,0.0
1708434770.7169616,0.0,0.0
1708434770.72705,0.0,0.0
1708434770.737146,0.0,0.0
1708434770.7470932,0.0,0.0
1708434770.756979,0.0,0.0
1708434770.7669547,0.0,0.0
1708434770.7769682,0.0,0.0
1708434770.7869737,0.0,0.0
1708434770.796934,0.0,0.0
1708434770.8070786,0.0,0.0
1708434770.8169713,0.0,0.0
1708434770.8270447,0.0,0.0
1708434770.8372743,0.0,0.0
1708434770.847052,0.0,0.0
1708434770.8569264,0.0,0.0
1708434770.8670247,0.0,0.0
1708434770.8770688,0.0,0.0
1708434770.886944,0.0,0.0
1708434770.8980615,0.0,0.0
1708434770.907051,0.0,0.0
1708434770.9169047,0.0,0.0
1708434770.927081,0.0,0.0
1708434770.9370866,0.0,0.0
1708434770.9470246,0.0,0.0
1708434770.9569662,0.0,0.0
1708434770.9670625,0.0,0.0
1708434770.9769065,0.0,0.0
1708434770.9879456,0.0,0.0
1708434770.9979868,0.0,0.0
1708434771.0079195,0.0,0.0
1708434771.017916,0.0,0.0
1708434771.02795,0.0,0.0
1708434771.0389817,0.0,0.0
1708434771.0479872,0.0,0.0
1708434771.0591908,0.0,0.0
1708434771.068004,0.0,0.0
1708434771.077984,0.0,0.0
1708434771.088163,0.0,0.0
1708434771.0981724,0.0,0.0
1708434771.1080372,0.0,0.0
1708434771.1179159,0.0,0.0
1708434771.1269803,0.0,0.0
1708434771.136975,0.0,0.0
1708434771.147159,0.0,0.0
1708434771.157152,0.0,0.0
1708434771.1670814,0.0,0.0
1708434771.177053,0.0,0.0
1708434771.1870751,0.0,0.0
1708434771.1969273,0.0,0.0
1708434771.207089,0.0,0.0
1708434771.2169344,0.0,0.0
1708434771.2270908,0.0,0.0
1708434771.2371426,0.0,0.0
1708434771.2469878,0.0,0.0
1708434771.2571137,0.0,0.0
1708434771.2670772,0.0,0.0
1708434771.2769423,0.0,0.0
1708434771.2870996,0.0,0.0
1708434771.2969162,0.0,0.0
1708434771.3069496,0.0,0.0
1708434771.316937,0.0,0.0
1708434771.3269305,0.0,0.0
1708434771.3373318,0.0,0.0
1708434771.346984,0.0,0.0
1708434771.3569283,0.0,0.0
1708434771.3670745,0.0,0.0
1708434771.3769834,0.0,0.0
1708434771.38704,0.0,0.0
1708434771.397097,0.0,0.0
1708434771.4070544,0.0,0.0
1708434771.4170966,0.0,0.0
1708434771.4269578,0.0,0.0
1708434771.4370377,0.0,0.0
1708434771.4480963,0.0,0.0
1708434771.457085,0.0,0.0
1708434771.4670095,0.0,0.0
1708434771.4779773,0.0,0.0
1708434771.4879885,0.0,0.0
1708434771.498078,0.0,0.0
1708434771.5090127,0.0,0.0
1708434771.5179727,0.0,0.0
1708434771.5279658,0.0,0.0
1708434771.5369883,0.0,0.0
1708434771.5479782,0.0,0.0
1708434771.5579495,0.0,0.0
1708434771.5679367,0.0,0.0
1708434771.5779529,0.0,0.0
1708434771.5869653,0.0,0.0
1708434771.5970707,0.0,0.0
1708434771.607036,0.0,0.0
1708434771.617119,0.0,0.0
1708434771.6270397,0.0,0.0
1708434771.6371691,0.0,0.0
1708434771.6469939,0.0,0.0
1708434771.65694,0.0,0.0
1708434771.6669266,0.0,0.0
1708434771.677596,0.0,0.0
1708434771.6871018,0.0,0.0
1708434771.6969535,0.0,0.0
1708434771.7070613,0.0,0.0
