7273,19648
23440,39729
44062,59551
64077,92343
100849,114600
118477,132125
136926,162113
166076,181257
185550,200855
205062,220750
224753,239854
244022,257416
261065,274791
278970,292246
298089,314812
318403,332172
336083,347081
