3172,6471
7971,14530
16030,22808
24308,29446
30946,35590
37090,41652
43152,48003
49503,54761
56261,62223
63723,69238
70738,74853
76353,80483
81983,86380
87880,93142
94642,100302
101802,107392
108892,114299
115799,120981
122481,127185
128685,134436
135936,141039
142539,147867
