5875,8433
9900,12485
14200,16937
18697,21444
23000,25952
27800,30837
32800,35395
36969,39358
41259,43833
45547,48155
50000,52886
59700,62399
64484,67062
69007,71656
73567,76633
78431,80885
82934,85481
87462,90470
92499,95609
97820,100853
103100,105567
107573,110531
112434,115449
117350,120238
122500,125552
127500,130319
132400,135439
137700,140239
142163,145093
