1018,4182
6720,9533
12803,15680
20183,23775
26860,30213
32863,35702
38690,41559
44229,46827
50499,53282
57366,60044
63779,66529
70209,72671
76391,79150
83323,85697
89348,92202
95204,97475
101157,103468
107298,109844
113512,116408
119125,121615
125561,127988
131547,134004
137752,140219
143938,146056
150156,152996
155774,158373
162347,164686
168345,171852
174666,176874
181082,183666
187809,190002
194653,197139
201554,204183
208255,210761
