time,gripper_joint_position,gripper_joint_velocity
1708438194.647482,0.7929515418502203,0.0
1708438194.658669,0.7929515418502203,0.0
1708438194.6696649,0.7929515418502203,0.0
1708438194.6806283,0.7929515418502203,0.0
1708438194.6904671,0.7929515418502203,0.0
1708438194.6994576,0.7929515418502203,0.0
1708438194.707525,0.7929515418502203,0.0
1708438194.716644,0.7929515418502203,0.0
1708438194.7266169,0.7929515418502203,0.0
1708438194.736673,0.7929515418502203,0.0
1708438194.7465055,0.7929515418502203,0.0
1708438194.7565224,0.7929515418502203,0.0
1708438194.7666438,0.7929515418502203,0.0
1708438194.7778327,0.7929515418502203,0.0
1708438194.7876503,0.7929515418502203,0.0
1708438194.7976103,0.7929515418502203,0.0
1708438194.8075888,0.7929515418502203,0.0
1708438194.8177106,0.7929515418502203,0.0
1708438194.8275003,0.7929515418502203,0.0
1708438194.837655,0.7929515418502203,0.0
1708438194.847501,0.7929515418502203,0.0
1708438194.8574214,0.7929515418502203,0.0
1708438194.8685234,0.7929515418502203,0.0
1708438194.8786674,0.7929515418502203,0.0
1708438194.8884947,0.7929515418502203,0.0
1708438194.897517,0.7929515418502203,0.0
1708438194.9065244,0.7929515418502203,0.0
1708438194.916733,0.7929515418502203,0.0
1708438194.9266367,0.7929515418502203,0.0
1708438194.9367466,0.7929515418502203,0.0
1708438194.9466074,0.7929515418502203,0.0
1708438194.9565713,0.7929515418502203,0.0
1708438194.9665673,0.7929515418502203,0.0
1708438194.9766266,0.7929515418502203,0.0
1708438194.9876893,0.7929515418502203,0.0
1708438194.997625,0.7929515418502203,0.0
1708438195.0076349,0.7929515418502203,0.0
1708438195.0185966,0.7929515418502203,0.0
1708438195.027579,0.7929515418502203,0.0
1708438195.0376606,0.7929515418502203,0.0
1708438195.0474496,0.7929515418502203,0.0
1708438195.0576603,0.7929515418502203,0.0
1708438195.068767,0.7929515418502203,0.0
1708438195.0778635,0.7929515418502203,0.0
1708438195.0875971,0.7929515418502203,0.0
1708438195.0985873,0.7929515418502203,0.0
1708438195.1074812,0.7929515418502203,0.0
1708438195.1187367,0.7929515418502203,0.0
1708438195.1287417,0.7929515418502203,0.0
1708438195.1379688,0.7929515418502203,0.0
1708438195.146471,0.7929515418502203,0.0
1708438195.1566076,0.7929515418502203,0.0
1708438195.1669266,0.7929515418502203,0.0
1708438195.176537,0.7929515418502203,0.0
1708438195.186605,0.7929515418502203,0.0
1708438195.1966105,0.7929515418502203,0.0
1708438195.2065663,0.7929515418502203,0.0
1708438195.2178025,0.7929515418502203,0.0
1708438195.227514,0.7929515418502203,0.0
1708438195.237615,0.7929515418502203,0.0
1708438195.2476149,0.7929515418502203,0.0
1708438195.2576578,0.7929515418502203,0.0
1708438195.2677193,0.7929515418502203,0.0
1708438195.2776573,0.7929515418502203,0.0
1708438195.2876697,0.7929515418502203,0.0
1708438195.2976444,0.7929515418502203,0.0
1708438195.3074872,0.7929515418502203,0.0
1708438195.318655,0.7929515418502203,0.0
1708438195.3287392,0.7929515418502203,0.0
1708438195.3387187,0.7929515418502203,0.0
1708438195.34872,0.7929515418502203,0.0
1708438195.3575928,0.7929515418502203,0.0
1708438195.3666708,0.7929515418502203,0.0
1708438195.3765285,0.7929515418502203,0.0
1708438195.3865554,0.7929515418502203,0.0
1708438195.3965309,0.7929515418502203,0.0
1708438195.406515,0.7929515418502203,0.0
1708438195.4167316,0.7929515418502203,0.0
1708438195.4286065,0.7929515418502203,0.0
1708438195.437496,0.7929515418502203,0.0
1708438195.4476528,0.7929515418502203,0.0
1708438195.4574866,0.7929515418502203,0.0
1708438195.467606,0.7929515418502203,0.0
1708438195.4777749,0.7929515418502203,0.0
1708438195.4876723,0.7929515418502203,0.0
1708438195.4976587,0.7929515418502203,0.0
1708438195.5075839,0.7929515418502203,0.0
1708438195.5176694,0.7929515418502203,0.0
1708438195.5275896,0.7929515418502203,0.0
1708438195.5386398,0.7929515418502203,0.0
1708438195.548709,0.7929515418502203,0.0
1708438195.5574956,0.7929515418502203,0.0
1708438195.5677667,0.7929515418502203,0.0
1708438195.5775945,0.7929515418502203,0.0
1708438195.5865107,0.7929515418502203,0.0
1708438195.5967016,0.7929515418502203,0.0
1708438195.6066167,0.7929515418502203,0.0
1708438195.6166978,0.7929515418502203,0.0
1708438195.6266415,0.7929515418502203,0.0
1708438195.636643,0.7929515418502203,0.0
1708438195.6464658,0.7929515418502203,0.0
1708438195.6565695,0.7929515418502203,0.0
1708438195.6675267,0.7929515418502203,0.0
1708438195.6774745,0.7929515418502203,0.0
1708438195.6874964,0.7929515418502203,0.0
1708438195.6976795,0.7929515418502203,0.0
1708438195.707637,0.7929515418502203,0.0
1708438195.7175424,0.7929515418502203,0.0
1708438195.7275937,0.7929515418502203,0.0
1708438195.737549,0.7929515418502203,0.0
1708438195.748515,0.7929515418502203,0.0
1708438195.7574484,0.7929515418502203,0.0
1708438195.767548,0.7929515418502203,0.0
1708438195.7765496,0.7929515418502203,0.0
1708438195.7875154,0.7929515418502203,0.0
1708438195.79748,0.7929515418502203,0.0
1708438195.8064775,0.7929515418502203,0.0
1708438195.8174222,0.7929515418502203,0.0
1708438195.8265371,0.7929515418502203,0.0
1708438195.836521,0.7929515418502203,0.0
1708438195.8464856,0.7929515418502203,0.0
1708438195.8565986,0.7929515418502203,0.0
1708438195.8666775,0.7929515418502203,0.0
1708438195.8775496,0.7929515418502203,0.0
1708438195.887491,0.7929515418502203,0.0
1708438195.897467,0.7929515418502203,0.0
1708438195.9074569,0.7929515418502203,0.0
1708438195.917509,0.7929515418502203,0.0
1708438195.9275594,0.7929515418502203,0.0
1708438195.9376535,0.7929515418502203,0.0
1708438195.9475513,0.7929515418502203,0.0
1708438195.958651,0.7929515418502203,0.0
