time,gripper_joint_position,gripper_joint_velocity
1708438109.3391712,0.7929515418502203,0.0
1708438109.348138,0.7929515418502203,0.0
1708438109.3571517,0.7929515418502203,0.0
1708438109.3671296,0.7929515418502203,0.0
1708438109.3771627,0.7929515418502203,0.0
1708438109.387135,0.7929515418502203,0.0
1708438109.3969624,0.7929515418502203,0.0
1708438109.4070704,0.7929515418502203,0.0
1708438109.417139,0.7929515418502203,0.0
1708438109.4271934,0.7929515418502203,0.0
1708438109.4370089,0.7929515418502203,0.0
1708438109.4469895,0.7929515418502203,0.0
1708438109.4570274,0.7929515418502203,0.0
1708438109.4670477,0.7929515418502203,0.0
1708438109.4770064,0.7929515418502203,0.0
1708438109.4871736,0.7929515418502203,0.0
1708438109.4971805,0.7929515418502203,0.0
1708438109.5071442,0.7929515418502203,0.0
1708438109.5181606,0.7929515418502203,0.0
1708438109.5281887,0.7929515418502203,0.0
1708438109.5371869,0.7929515418502203,0.0
1708438109.5471175,0.7929515418502203,0.0
1708438109.5581603,0.7929515418502203,0.0
1708438109.5692112,0.7929515418502203,0.0
1708438109.5792048,0.7929515418502203,0.0
1708438109.5882025,0.7929515418502203,0.0
1708438109.5981393,0.7929515418502203,0.0
1708438109.608236,0.7929515418502203,0.0
1708438109.6180623,0.7929515418502203,0.0
1708438109.6270518,0.7929515418502203,0.0
1708438109.63722,0.7929515418502203,0.0
1708438109.64713,0.7929515418502203,0.0
1708438109.6569693,0.7929515418502203,0.0
1708438109.6671157,0.7929515418502203,0.0
1708438109.677052,0.7929515418502203,0.0
1708438109.6870434,0.7929515418502203,0.0
1708438109.6969829,0.7929515418502203,0.0
1708438109.707102,0.7929515418502203,0.0
1708438109.717233,0.7929515418502203,0.0
1708438109.7270908,0.7929515418502203,0.0
1708438109.7371879,0.7929515418502203,0.0
1708438109.7471094,0.7929515418502203,0.0
1708438109.757163,0.7929515418502203,0.0
1708438109.7671537,0.7929515418502203,0.0
1708438109.7772436,0.7929515418502203,0.0
1708438109.78704,0.7929515418502203,0.0
1708438109.7971005,0.7929515418502203,0.0
1708438109.8070574,0.7929515418502203,0.0
1708438109.8181617,0.7929515418502203,0.0
1708438109.8281834,0.7929515418502203,0.0
1708438109.839173,0.7929515418502203,0.0
1708438109.8492236,0.7929515418502203,0.0
1708438109.8592567,0.7929515418502203,0.0
1708438109.8690963,0.7929515418502203,0.0
1708438109.8772025,0.7929515418502203,0.0
1708438109.8871458,0.7929515418502203,0.0
1708438109.897057,0.7929515418502203,0.0
1708438109.9071922,0.7929515418502203,0.0
1708438109.9170864,0.7929515418502203,0.0
1708438109.9271667,0.7929515418502203,0.0
1708438109.937134,0.7929515418502203,0.0
1708438109.9471514,0.7929515418502203,0.0
1708438109.9570498,0.7929515418502203,0.0
1708438109.9671881,0.7929515418502203,0.0
1708438109.9770794,0.7929515418502203,0.0
1708438109.987129,0.7929515418502203,0.0
1708438109.997195,0.7929515418502203,0.0
1708438110.0071805,0.7929515418502203,0.0
1708438110.0172248,0.7929515418502203,0.0
1708438110.0271845,0.7929515418502203,0.0
1708438110.0370345,0.7929515418502203,0.0
1708438110.0472267,0.7929515418502203,0.0
1708438110.0570374,0.7929515418502203,0.0
1708438110.068141,0.7929515418502203,0.0
1708438110.07923,0.7929515418502203,0.0
1708438110.090144,0.7929515418502203,0.0
1708438110.1000512,0.7929515418502203,0.0
1708438110.1090293,0.7929515418502203,0.0
1708438110.118209,0.7929515418502203,0.0
1708438110.1271522,0.7929515418502203,0.0
1708438110.1381671,0.7929515418502203,0.0
1708438110.1469762,0.7929515418502203,0.0
1708438110.157192,0.7929515418502203,0.0
1708438110.1671784,0.7929515418502203,0.0
1708438110.1772006,0.7929515418502203,0.0
1708438110.1871395,0.7929515418502203,0.0
1708438110.1971707,0.7929515418502203,0.0
1708438110.2071524,0.7929515418502203,0.0
1708438110.2171617,0.7929515418502203,0.0
1708438110.2273138,0.7929515418502203,0.0
1708438110.2371464,0.7929515418502203,0.0
1708438110.2471557,0.7929515418502203,0.0
1708438110.2571354,0.7929515418502203,0.0
1708438110.2671568,0.7929515418502203,0.0
1708438110.2771835,0.7929515418502203,0.0
1708438110.287122,0.7929515418502203,0.0
1708438110.2971659,0.7929515418502203,0.0
1708438110.3071136,0.7929515418502203,0.0
1708438110.319168,0.7929515418502203,0.0
1708438110.3291922,0.7929515418502203,0.0
1708438110.339196,0.7929515418502203,0.0
1708438110.349119,0.7929515418502203,0.0
1708438110.3580918,0.7929515418502203,0.0
1708438110.367116,0.7929515418502203,0.0
1708438110.3772264,0.7929515418502203,0.0
1708438110.3871877,0.7929515418502203,0.0
1708438110.3970587,0.7929515418502203,0.0
1708438110.4070387,0.7929515418502203,0.0
1708438110.417265,0.7929515418502203,0.0
1708438110.4271371,0.7929515418502203,0.0
1708438110.4370894,0.7929515418502203,0.0
1708438110.4470072,0.7929515418502203,0.0
1708438110.457238,0.7929515418502203,0.0
1708438110.4672306,0.7929515418502203,0.0
1708438110.477226,0.7929515418502203,0.0
1708438110.4871502,0.7929515418502203,0.0
1708438110.497174,0.7929515418502203,0.0
1708438110.5072014,0.7929515418502203,0.0
1708438110.5181243,0.7929515418502203,0.0
1708438110.5271266,0.7929515418502203,0.0
1708438110.537132,0.7929515418502203,0.0
1708438110.54718,0.7929515418502203,0.0
1708438110.5580387,0.7929515418502203,0.0
1708438110.5680752,0.7929515418502203,0.0
1708438110.5791116,0.7929515418502203,0.0
1708438110.5881555,0.7929515418502203,0.0
1708438110.5981264,0.7929515418502203,0.0
1708438110.6081526,0.7929515418502203,0.0
1708438110.617071,0.7929515418502203,0.0
1708438110.627053,0.7929515418502203,0.0
1708438110.6372483,0.7929515418502203,0.0
1708438110.6471188,0.7929515418502203,0.0
1708438110.6572034,0.7929515418502203,0.0
1708438110.667069,0.7929515418502203,0.0
1708438110.6772683,0.7929515418502203,0.0
1708438110.6871295,0.7929515418502203,0.0
1708438110.6970108,0.7929515418502203,0.0
1708438110.7071426,0.7929515418502203,0.0
1708438110.717099,0.7929515418502203,0.0
1708438110.7270827,0.7929515418502203,0.0
1708438110.7370658,0.7929515418502203,0.0
1708438110.7471902,0.7929515418502203,0.0
1708438110.7569838,0.7929515418502203,0.0
1708438110.7681653,0.7929515418502203,0.0
1708438110.777095,0.7929515418502203,0.0
1708438110.7872076,0.7929515418502203,0.0
1708438110.797199,0.7929515418502203,0.0
1708438110.8071659,0.7929515418502203,0.0
1708438110.8180542,0.7929515418502203,0.0
1708438110.8293605,0.7929515418502203,0.0
1708438110.8400478,0.7929515418502203,0.0
1708438110.8500493,0.7929515418502203,0.0
1708438110.8592136,0.7929515418502203,0.0
1708438110.8692372,0.7929515418502203,0.0
1708438110.8791885,0.7929515418502203,0.0
1708438110.8880508,0.7929515418502203,0.0
1708438110.897034,0.7929515418502203,0.0
1708438110.9071472,0.7929515418502203,0.0
1708438110.9171834,0.7929515418502203,0.0
1708438110.9271584,0.7929515418502203,0.0
1708438110.9371395,0.7929515418502203,0.0
1708438110.947278,0.7929515418502203,0.0
1708438110.957138,0.7929515418502203,0.0
1708438110.96716,0.7929515418502203,0.0
1708438110.977164,0.7929515418502203,0.0
1708438110.9872212,0.7929515418502203,0.0
1708438110.9971802,0.7929515418502203,0.0
1708438111.0071812,0.7929515418502203,0.0
1708438111.017253,0.7929515418502203,0.0
1708438111.0272846,0.7929515418502203,0.0
1708438111.0372493,0.7929515418502203,0.0
1708438111.0471694,0.7929515418502203,0.0
1708438111.0571203,0.7929515418502203,0.0
