4691,11683
11683,18297
18297,24819
24819,31715
31715,38742
38742,46199
46199,54116
54116,62588
62588,70702
70702,78394
78394,85850
85850,94171
94171,102046
102046,110190
110190,117939
117939,126200
126200,133721
133400,141666
141900,150444
150500,158517
174079,182004
182004,189710
189710,197173
197173,205518
205518,213406
213406,221629
